id,date,text,user,location,business_type,likes,shares
669,2024-02-04,"Loved the food at this restaurant, amazing taste!",user_669,Bangalore,mall,255,101
670,2024-01-24,Just a regular experience,user_670,Bangalore,retail shop,353,47
671,2024-01-19,Great service and friendly staff at the cafe,user_671,Bangalore,mall,331,58
672,2024-03-17,"Fantastic experience, will visit again",user_672,Bangalore,restaurant,287,130
673,2024-02-17,Nothing impressive but acceptable,user_673,Delhi,cafe,337,55
674,2024-01-31,"Excellent quality products, highly recommended",user_674,Chennai,mall,495,110
675,2024-03-16,Perfect place for family dinner,user_675,Mumbai,mall,463,118
676,2024-03-31,Very slow service and bad management,user_676,Delhi,restaurant,485,53
677,2024-02-24,Terrible service and rude staff,user_677,Mumbai,retail shop,165,32
678,2024-01-02,Great service and friendly staff at the cafe,user_678,Chennai,food outlet,121,109
679,2024-01-28,Terrible service and rude staff,user_679,Hyderabad,mall,88,127
680,2024-01-28,Awful service and dirty place,user_680,Mumbai,food outlet,484,158
681,2024-03-21,Average ambiance and service,user_681,Hyderabad,mall,17,119
682,2024-03-14,"Food is normal, nothing special",user_682,Mumbai,retail shop,363,176
683,2024-03-04,Very slow service and bad management,user_683,Delhi,food outlet,248,70
684,2024-01-21,Awesome ambience and delicious food,user_684,Hyderabad,food outlet,123,100
685,2024-01-26,Perfect place for family dinner,user_685,Mumbai,food outlet,213,10
686,2024-03-23,"Worst experience ever, very disappointed",user_686,Mumbai,mall,452,189
687,2024-02-16,Perfect place for family dinner,user_687,Mumbai,cafe,160,89
688,2024-01-21,"Best place in town, very happy with service",user_688,Delhi,retail shop,482,158
689,2024-01-06,"Waste of money, not recommended",user_689,Chennai,food outlet,128,20
690,2024-01-17,Amazing experience shopping here,user_690,Bangalore,mall,485,90
691,2024-02-14,Very satisfied with the service provided,user_691,Chennai,food outlet,324,141
692,2024-02-14,"Best place in town, very happy with service",user_692,Mumbai,restaurant,87,58
693,2024-02-09,Poor customer support and delays,user_693,Delhi,cafe,134,140
694,2024-02-10,Just a regular experience,user_694,Delhi,mall,427,175
695,2024-03-13,Amazing experience shopping here,user_695,Mumbai,mall,438,158
696,2024-03-31,"Excellent quality products, highly recommended",user_696,Hyderabad,mall,269,122
697,2024-03-20,"Service was fine, not too good not bad",user_697,Mumbai,cafe,470,8
698,2024-02-24,Very slow service and bad management,user_698,Bangalore,food outlet,202,61
699,2024-01-30,Perfect place for family dinner,user_699,Hyderabad,food outlet,256,96
700,2024-02-12,Average ambiance and service,user_700,Delhi,retail shop,191,134
701,2024-01-03,Bad quality food and poor hygiene,user_701,Mumbai,cafe,400,190
702,2024-02-04,"Loved the food at this restaurant, amazing taste!",user_702,Hyderabad,retail shop,452,143
703,2024-03-12,Very satisfied with the service provided,user_703,Mumbai,mall,89,58
704,2024-03-28,Perfect place for family dinner,user_704,Bangalore,food outlet,193,3
705,2024-03-04,"Loved the food at this restaurant, amazing taste!",user_705,Delhi,food outlet,38,170
706,2024-02-01,Moderate quality and decent service,user_706,Hyderabad,retail shop,354,170
707,2024-03-31,Perfect place for family dinner,user_707,Chennai,mall,472,32
708,2024-02-21,"Horrible experience, will not return",user_708,Delhi,retail shop,398,91
709,2024-01-07,"Excellent quality products, highly recommended",user_709,Hyderabad,cafe,444,53
710,2024-01-27,Moderate quality and decent service,user_710,Mumbai,mall,314,33
711,2024-01-21,"The place is okay, average experience",user_711,Hyderabad,mall,319,6
712,2024-02-28,"Loved the food at this restaurant, amazing taste!",user_712,Chennai,cafe,129,139
713,2024-03-20,"Fantastic experience, will visit again",user_713,Bangalore,cafe,37,112
714,2024-03-28,Great service and friendly staff at the cafe,user_714,Chennai,restaurant,155,33
715,2024-01-15,"Loved the food at this restaurant, amazing taste!",user_715,Mumbai,retail shop,141,111
716,2024-03-22,Nothing impressive but acceptable,user_716,Mumbai,restaurant,110,91
717,2024-01-12,"Excellent quality products, highly recommended",user_717,Chennai,restaurant,331,3
718,2024-02-28,Bad quality food and poor hygiene,user_718,Hyderabad,retail shop,497,45
719,2024-02-11,"The place is okay, average experience",user_719,Delhi,retail shop,475,43
720,2024-03-10,"Horrible experience, will not return",user_720,Delhi,restaurant,375,189
721,2024-01-31,"Worst experience ever, very disappointed",user_721,Hyderabad,mall,204,115
722,2024-02-29,Great service and friendly staff at the cafe,user_722,Bangalore,cafe,361,117
723,2024-01-21,"Service was fine, not too good not bad",user_723,Chennai,cafe,201,85
724,2024-03-21,"Service was fine, not too good not bad",user_724,Hyderabad,restaurant,441,177
725,2024-03-01,"Waste of money, not recommended",user_725,Delhi,food outlet,411,34
726,2024-02-28,Super fast delivery and great packaging,user_726,Delhi,restaurant,148,76
727,2024-02-01,Very slow service and bad management,user_727,Hyderabad,food outlet,251,117
728,2024-03-02,"Fantastic experience, will visit again",user_728,Bangalore,mall,177,142
729,2024-01-19,Disappointed with product quality,user_729,Hyderabad,food outlet,366,173
730,2024-02-27,"Fantastic experience, will visit again",user_730,Delhi,retail shop,76,190
731,2024-01-08,The experience was okay overall,user_731,Chennai,food outlet,124,120
732,2024-02-11,It was an average visit,user_732,Delhi,mall,30,57
733,2024-01-13,"Worst experience ever, very disappointed",user_733,Delhi,retail shop,99,65
734,2024-03-24,The experience was okay overall,user_734,Mumbai,retail shop,120,148
735,2024-03-15,Average ambiance and service,user_735,Delhi,retail shop,307,192
736,2024-01-13,Awful service and dirty place,user_736,Bangalore,restaurant,187,140
737,2024-01-20,Not worth the price at all,user_737,Bangalore,cafe,310,121
738,2024-03-29,Just a regular experience,user_738,Hyderabad,restaurant,288,71
739,2024-02-27,Just a regular experience,user_739,Mumbai,food outlet,87,192
740,2024-01-16,"Excellent quality products, highly recommended",user_740,Delhi,food outlet,242,122
741,2024-01-02,Awesome ambience and delicious food,user_741,Hyderabad,mall,431,124
742,2024-03-23,"Loved the food at this restaurant, amazing taste!",user_742,Chennai,food outlet,342,175
743,2024-02-02,The experience was okay overall,user_743,Delhi,retail shop,498,88
744,2024-03-04,Just a regular experience,user_744,Chennai,retail shop,188,10
745,2024-02-02,"It was fine, nothing memorable",user_745,Chennai,mall,466,89
746,2024-01-26,Not worth the price at all,user_746,Hyderabad,food outlet,9,21
747,2024-01-21,Very satisfied with the service provided,user_747,Mumbai,cafe,275,31
748,2024-03-27,Poor customer support and delays,user_748,Bangalore,mall,314,28
749,2024-02-08,"The place is okay, average experience",user_749,Delhi,cafe,49,0
750,2024-02-14,Moderate quality and decent service,user_750,Bangalore,retail shop,222,105
751,2024-01-03,Perfect place for family dinner,user_751,Mumbai,retail shop,17,120
752,2024-01-30,Super fast delivery and great packaging,user_752,Mumbai,restaurant,387,20
753,2024-03-27,"It was fine, nothing memorable",user_753,Chennai,retail shop,397,75
754,2024-01-20,Just a regular experience,user_754,Hyderabad,mall,57,83
755,2024-01-30,Just a regular experience,user_755,Hyderabad,cafe,296,64
756,2024-01-07,Amazing experience shopping here,user_756,Hyderabad,cafe,17,41
757,2024-02-01,Bad quality food and poor hygiene,user_757,Chennai,restaurant,432,117
758,2024-02-16,Average ambiance and service,user_758,Delhi,restaurant,294,187
759,2024-02-06,"Fantastic experience, will visit again",user_759,Bangalore,cafe,63,178
760,2024-02-10,Disappointed with product quality,user_760,Chennai,retail shop,259,123
761,2024-02-19,Super fast delivery and great packaging,user_761,Hyderabad,cafe,69,169
762,2024-03-13,"It was fine, nothing memorable",user_762,Chennai,cafe,196,103
763,2024-02-02,Not worth the price at all,user_763,Hyderabad,food outlet,425,29
764,2024-01-21,Not worth the price at all,user_764,Delhi,restaurant,176,0
765,2024-03-25,Nothing impressive but acceptable,user_765,Bangalore,mall,328,116
766,2024-01-28,Very satisfied with the service provided,user_766,Delhi,food outlet,121,43
767,2024-02-29,Very slow service and bad management,user_767,Hyderabad,cafe,474,51
768,2024-01-03,"Excellent quality products, highly recommended",user_768,Hyderabad,food outlet,494,151
769,2024-01-15,"It was fine, nothing memorable",user_769,Mumbai,cafe,101,190
770,2024-01-24,"Excellent quality products, highly recommended",user_770,Chennai,mall,430,74
771,2024-03-22,Nothing impressive but acceptable,user_771,Hyderabad,food outlet,15,8
772,2024-03-25,Perfect place for family dinner,user_772,Chennai,cafe,244,130
773,2024-01-18,Nothing impressive but acceptable,user_773,Chennai,cafe,92,128
774,2024-01-15,Super fast delivery and great packaging,user_774,Hyderabad,restaurant,257,112
775,2024-02-26,Great service and friendly staff at the cafe,user_775,Bangalore,cafe,421,17
776,2024-01-10,"Fantastic experience, will visit again",user_776,Mumbai,food outlet,416,70
777,2024-02-21,"Horrible experience, will not return",user_777,Bangalore,restaurant,498,186
778,2024-01-20,"Fantastic experience, will visit again",user_778,Mumbai,food outlet,46,180
779,2024-03-10,"Worst experience ever, very disappointed",user_779,Bangalore,retail shop,88,152
780,2024-03-01,"Horrible experience, will not return",user_780,Delhi,food outlet,213,36
781,2024-03-04,Amazing experience shopping here,user_781,Delhi,retail shop,166,33
782,2024-02-21,"Fantastic experience, will visit again",user_782,Hyderabad,food outlet,58,62
783,2024-02-24,Perfect place for family dinner,user_783,Delhi,cafe,318,192
784,2024-02-07,The experience was okay overall,user_784,Delhi,food outlet,375,41
785,2024-02-07,The experience was okay overall,user_785,Chennai,food outlet,134,184
786,2024-01-28,Awesome ambience and delicious food,user_786,Chennai,cafe,204,160
787,2024-03-25,"It was fine, nothing memorable",user_787,Hyderabad,mall,250,191
788,2024-01-20,Disappointed with product quality,user_788,Bangalore,cafe,279,185
789,2024-01-18,"Food is normal, nothing special",user_789,Mumbai,restaurant,478,111
790,2024-02-15,Nothing impressive but acceptable,user_790,Mumbai,food outlet,35,64
791,2024-03-19,Great service and friendly staff at the cafe,user_791,Mumbai,retail shop,381,102
792,2024-02-03,Awesome ambience and delicious food,user_792,Mumbai,retail shop,439,102
793,2024-02-06,It was an average visit,user_793,Bangalore,cafe,130,28
794,2024-02-21,"Excellent quality products, highly recommended",user_794,Chennai,cafe,32,3
795,2024-02-10,Bad quality food and poor hygiene,user_795,Mumbai,mall,294,8
796,2024-02-07,Terrible service and rude staff,user_796,Delhi,mall,461,14
797,2024-02-14,Just a regular experience,user_797,Hyderabad,retail shop,489,123
798,2024-03-14,"Horrible experience, will not return",user_798,Chennai,cafe,242,53
799,2024-02-29,Perfect place for family dinner,user_799,Bangalore,mall,89,30
800,2024-02-03,Disappointed with product quality,user_800,Delhi,retail shop,209,52
801,2024-03-16,Perfect place for family dinner,user_801,Delhi,restaurant,41,49
802,2024-02-21,It was an average visit,user_802,Chennai,mall,84,147
803,2024-03-19,Very satisfied with the service provided,user_803,Bangalore,mall,312,2
804,2024-02-20,Amazing experience shopping here,user_804,Delhi,cafe,476,42
805,2024-03-04,"The place is okay, average experience",user_805,Bangalore,cafe,457,41
806,2024-02-28,"Food is normal, nothing special",user_806,Mumbai,mall,128,112
807,2024-01-03,"Excellent quality products, highly recommended",user_807,Bangalore,cafe,239,19
808,2024-02-18,Awful service and dirty place,user_808,Delhi,cafe,254,55
809,2024-03-13,"Best place in town, very happy with service",user_809,Hyderabad,retail shop,19,75
810,2024-01-22,Very satisfied with the service provided,user_810,Chennai,restaurant,172,34
811,2024-02-28,Amazing experience shopping here,user_811,Bangalore,restaurant,71,108
812,2024-03-07,The experience was okay overall,user_812,Hyderabad,mall,456,147
813,2024-02-13,Awful service and dirty place,user_813,Delhi,food outlet,159,174
814,2024-02-11,"It was fine, nothing memorable",user_814,Chennai,mall,442,124
815,2024-03-11,"The place is okay, average experience",user_815,Mumbai,mall,67,132
816,2024-02-23,Bad quality food and poor hygiene,user_816,Bangalore,restaurant,232,114
817,2024-03-23,Just a regular experience,user_817,Bangalore,mall,448,123
818,2024-02-09,Awful service and dirty place,user_818,Hyderabad,cafe,44,52
819,2024-03-25,Disappointed with product quality,user_819,Mumbai,retail shop,181,30
820,2024-03-22,"Food is normal, nothing special",user_820,Hyderabad,retail shop,237,66
821,2024-01-01,"Loved the food at this restaurant, amazing taste!",user_821,Hyderabad,restaurant,355,2
822,2024-03-27,"Best place in town, very happy with service",user_822,Bangalore,mall,108,189
823,2024-03-19,Amazing experience shopping here,user_823,Mumbai,cafe,103,77
824,2024-03-18,"Best place in town, very happy with service",user_824,Delhi,cafe,147,89
825,2024-01-05,Amazing experience shopping here,user_825,Hyderabad,cafe,284,14
826,2024-03-14,Awesome ambience and delicious food,user_826,Delhi,retail shop,301,75
827,2024-03-25,"Horrible experience, will not return",user_827,Bangalore,mall,337,4
828,2024-03-24,Very slow service and bad management,user_828,Delhi,restaurant,74,104
829,2024-03-03,Bad quality food and poor hygiene,user_829,Chennai,food outlet,236,167
830,2024-03-01,Awful service and dirty place,user_830,Chennai,mall,409,163
831,2024-01-17,Perfect place for family dinner,user_831,Chennai,retail shop,257,84
832,2024-03-20,"The place is okay, average experience",user_832,Chennai,mall,339,79
833,2024-01-16,Moderate quality and decent service,user_833,Chennai,mall,393,19
834,2024-03-23,Disappointed with product quality,user_834,Bangalore,mall,302,37
835,2024-01-30,Amazing experience shopping here,user_835,Bangalore,retail shop,412,192
836,2024-03-21,Awesome ambience and delicious food,user_836,Mumbai,food outlet,397,155
837,2024-01-09,Terrible service and rude staff,user_837,Delhi,restaurant,0,62
838,2024-02-21,"Food is normal, nothing special",user_838,Hyderabad,food outlet,433,140
839,2024-03-16,Poor customer support and delays,user_839,Chennai,mall,342,20
840,2024-02-05,Poor customer support and delays,user_840,Delhi,food outlet,389,32
841,2024-03-03,Not worth the price at all,user_841,Mumbai,food outlet,50,53
842,2024-02-04,"It was fine, nothing memorable",user_842,Bangalore,retail shop,400,171
843,2024-02-01,Just a regular experience,user_843,Chennai,cafe,107,79
844,2024-01-27,Super fast delivery and great packaging,user_844,Mumbai,mall,470,98
845,2024-02-07,Moderate quality and decent service,user_845,Delhi,retail shop,130,26
846,2024-01-31,"Waste of money, not recommended",user_846,Mumbai,restaurant,418,12
847,2024-03-10,Bad quality food and poor hygiene,user_847,Hyderabad,retail shop,363,77
848,2024-03-17,"Best place in town, very happy with service",user_848,Chennai,food outlet,260,171
849,2024-02-26,Perfect place for family dinner,user_849,Hyderabad,food outlet,233,103
850,2024-01-11,"Excellent quality products, highly recommended",user_850,Delhi,retail shop,47,99
851,2024-01-31,"It was fine, nothing memorable",user_851,Delhi,cafe,382,189
852,2024-03-19,Great service and friendly staff at the cafe,user_852,Mumbai,restaurant,42,165
853,2024-02-13,"Waste of money, not recommended",user_853,Bangalore,cafe,77,13
854,2024-03-06,Average ambiance and service,user_854,Mumbai,food outlet,81,12
855,2024-03-09,"Best place in town, very happy with service",user_855,Chennai,cafe,333,13
856,2024-03-20,"Excellent quality products, highly recommended",user_856,Mumbai,cafe,235,71
857,2024-01-19,"It was fine, nothing memorable",user_857,Hyderabad,retail shop,211,14
858,2024-02-14,"Horrible experience, will not return",user_858,Delhi,food outlet,159,170
859,2024-01-25,Moderate quality and decent service,user_859,Hyderabad,mall,200,71
860,2024-01-25,Perfect place for family dinner,user_860,Delhi,retail shop,310,103
861,2024-02-21,"Excellent quality products, highly recommended",user_861,Chennai,food outlet,184,127
862,2024-02-09,"Food is normal, nothing special",user_862,Bangalore,food outlet,158,92
863,2024-02-11,"It was fine, nothing memorable",user_863,Hyderabad,mall,279,88
864,2024-02-18,Nothing impressive but acceptable,user_864,Mumbai,food outlet,378,1
865,2024-02-17,Awful service and dirty place,user_865,Mumbai,cafe,313,59
866,2024-02-20,Poor customer support and delays,user_866,Hyderabad,mall,344,37
867,2024-02-10,Awful service and dirty place,user_867,Chennai,food outlet,139,74
868,2024-02-26,Nothing impressive but acceptable,user_868,Delhi,cafe,391,101
869,2024-03-22,"Excellent quality products, highly recommended",user_869,Bangalore,food outlet,185,67
870,2024-01-07,It was an average visit,user_870,Delhi,mall,25,82
871,2024-03-20,Not worth the price at all,user_871,Chennai,restaurant,192,123
872,2024-03-01,"It was fine, nothing memorable",user_872,Hyderabad,cafe,376,104
873,2024-03-14,Just a regular experience,user_873,Bangalore,restaurant,167,158
874,2024-03-24,Amazing experience shopping here,user_874,Chennai,restaurant,84,107
875,2024-03-18,"Loved the food at this restaurant, amazing taste!",user_875,Chennai,cafe,451,86
876,2024-03-26,Very slow service and bad management,user_876,Delhi,food outlet,189,118
877,2024-02-03,Great service and friendly staff at the cafe,user_877,Mumbai,retail shop,373,5
878,2024-02-06,"Service was fine, not too good not bad",user_878,Hyderabad,cafe,334,46
879,2024-02-03,"Best place in town, very happy with service",user_879,Delhi,mall,28,112
880,2024-02-04,"Horrible experience, will not return",user_880,Chennai,restaurant,434,177
881,2024-03-18,Moderate quality and decent service,user_881,Mumbai,cafe,120,189
882,2024-02-18,Just a regular experience,user_882,Delhi,restaurant,289,6
883,2024-02-23,"Waste of money, not recommended",user_883,Mumbai,mall,36,113
884,2024-03-21,"Best place in town, very happy with service",user_884,Hyderabad,mall,90,113
885,2024-01-28,Bad quality food and poor hygiene,user_885,Hyderabad,retail shop,24,142
886,2024-03-31,Disappointed with product quality,user_886,Chennai,cafe,105,64
887,2024-03-28,Awesome ambience and delicious food,user_887,Delhi,food outlet,445,98
888,2024-01-13,"Loved the food at this restaurant, amazing taste!",user_888,Bangalore,mall,251,195
889,2024-01-24,Moderate quality and decent service,user_889,Hyderabad,cafe,283,29
890,2024-03-15,Moderate quality and decent service,user_890,Bangalore,restaurant,303,104
891,2024-03-16,Moderate quality and decent service,user_891,Bangalore,mall,341,104
892,2024-03-06,Super fast delivery and great packaging,user_892,Delhi,retail shop,209,178
893,2024-01-14,Amazing experience shopping here,user_893,Chennai,mall,448,27
894,2024-03-21,Disappointed with product quality,user_894,Bangalore,cafe,114,122
895,2024-01-25,Very slow service and bad management,user_895,Chennai,food outlet,404,70
896,2024-03-08,Average ambiance and service,user_896,Bangalore,restaurant,237,153
897,2024-01-21,"Best place in town, very happy with service",user_897,Hyderabad,food outlet,10,51
898,2024-01-22,Amazing experience shopping here,user_898,Hyderabad,cafe,480,194
899,2024-02-16,"Horrible experience, will not return",user_899,Bangalore,food outlet,268,101
900,2024-01-03,Awful service and dirty place,user_900,Mumbai,restaurant,228,176
901,2024-02-21,"Fantastic experience, will visit again",user_901,Hyderabad,retail shop,400,43
902,2024-03-03,Not worth the price at all,user_902,Chennai,mall,481,110
903,2024-01-27,Super fast delivery and great packaging,user_903,Delhi,restaurant,310,63
904,2024-01-21,Just a regular experience,user_904,Hyderabad,retail shop,432,41
905,2024-02-08,The experience was okay overall,user_905,Delhi,retail shop,30,186
906,2024-03-08,Awesome ambience and delicious food,user_906,Bangalore,mall,146,98
907,2024-02-19,The experience was okay overall,user_907,Chennai,cafe,203,158
908,2024-03-01,"Food is normal, nothing special",user_908,Hyderabad,cafe,301,10
909,2024-01-12,"Loved the food at this restaurant, amazing taste!",user_909,Chennai,mall,272,122
910,2024-03-20,Great service and friendly staff at the cafe,user_910,Chennai,mall,24,22
911,2024-01-09,Super fast delivery and great packaging,user_911,Chennai,cafe,389,56
912,2024-02-19,"Loved the food at this restaurant, amazing taste!",user_912,Delhi,restaurant,94,2
913,2024-03-25,Awesome ambience and delicious food,user_913,Bangalore,restaurant,79,200
914,2024-03-02,Super fast delivery and great packaging,user_914,Bangalore,mall,484,168
915,2024-02-20,Average ambiance and service,user_915,Delhi,cafe,298,55
916,2024-01-22,Great service and friendly staff at the cafe,user_916,Hyderabad,mall,415,68
917,2024-03-18,"Excellent quality products, highly recommended",user_917,Hyderabad,cafe,178,48
918,2024-01-28,"Excellent quality products, highly recommended",user_918,Hyderabad,food outlet,301,84
919,2024-01-20,"It was fine, nothing memorable",user_919,Bangalore,retail shop,244,193
920,2024-01-15,Disappointed with product quality,user_920,Chennai,retail shop,325,4
921,2024-02-25,Perfect place for family dinner,user_921,Chennai,food outlet,331,2
922,2024-02-25,Super fast delivery and great packaging,user_922,Mumbai,food outlet,135,52
923,2024-02-08,Awesome ambience and delicious food,user_923,Chennai,food outlet,410,184
924,2024-03-14,Very satisfied with the service provided,user_924,Mumbai,restaurant,181,198
925,2024-01-20,"Fantastic experience, will visit again",user_925,Mumbai,cafe,220,84
926,2024-01-02,"Service was fine, not too good not bad",user_926,Chennai,cafe,349,173
927,2024-02-07,Moderate quality and decent service,user_927,Hyderabad,food outlet,484,105
928,2024-02-23,Very slow service and bad management,user_928,Mumbai,cafe,430,94
929,2024-03-31,"It was fine, nothing memorable",user_929,Bangalore,cafe,150,117
930,2024-03-11,Amazing experience shopping here,user_930,Chennai,cafe,177,18
931,2024-03-09,Super fast delivery and great packaging,user_931,Hyderabad,retail shop,144,123
932,2024-01-28,"Service was fine, not too good not bad",user_932,Delhi,retail shop,72,36
933,2024-03-21,"Fantastic experience, will visit again",user_933,Chennai,retail shop,326,8
934,2024-02-03,"Loved the food at this restaurant, amazing taste!",user_934,Chennai,cafe,75,184
935,2024-02-07,Awful service and dirty place,user_935,Mumbai,cafe,380,81
936,2024-01-22,Awesome ambience and delicious food,user_936,Hyderabad,retail shop,382,112
937,2024-03-22,"Loved the food at this restaurant, amazing taste!",user_937,Mumbai,food outlet,125,78
938,2024-03-16,Terrible service and rude staff,user_938,Mumbai,retail shop,67,128
939,2024-02-04,Super fast delivery and great packaging,user_939,Chennai,food outlet,362,158
940,2024-02-29,"Fantastic experience, will visit again",user_940,Mumbai,restaurant,470,108
941,2024-01-25,Poor customer support and delays,user_941,Hyderabad,food outlet,124,8
942,2024-02-09,Terrible service and rude staff,user_942,Hyderabad,restaurant,320,168
943,2024-02-09,Not worth the price at all,user_943,Delhi,cafe,253,49
944,2024-02-17,Nothing impressive but acceptable,user_944,Mumbai,retail shop,91,71
945,2024-02-09,"Fantastic experience, will visit again",user_945,Bangalore,food outlet,315,52
946,2024-01-12,It was an average visit,user_946,Chennai,retail shop,419,135
947,2024-03-01,Average ambiance and service,user_947,Hyderabad,mall,82,101
948,2024-01-20,Moderate quality and decent service,user_948,Chennai,food outlet,391,78
949,2024-02-14,"Food is normal, nothing special",user_949,Hyderabad,restaurant,434,30
950,2024-02-04,Poor customer support and delays,user_950,Hyderabad,food outlet,195,93
951,2024-02-25,Terrible service and rude staff,user_951,Bangalore,mall,360,23
952,2024-03-15,"Worst experience ever, very disappointed",user_952,Chennai,retail shop,435,31
953,2024-01-17,Nothing impressive but acceptable,user_953,Delhi,retail shop,227,189
954,2024-03-28,"Best place in town, very happy with service",user_954,Hyderabad,cafe,491,178
955,2024-03-08,The experience was okay overall,user_955,Delhi,cafe,180,6
956,2024-03-27,Not worth the price at all,user_956,Bangalore,retail shop,455,39
957,2024-03-31,"Food is normal, nothing special",user_957,Delhi,restaurant,33,8
958,2024-02-02,Amazing experience shopping here,user_958,Delhi,mall,247,138
959,2024-01-13,Moderate quality and decent service,user_959,Bangalore,cafe,112,189
960,2024-02-07,Average ambiance and service,user_960,Delhi,mall,115,96
961,2024-01-23,Great service and friendly staff at the cafe,user_961,Delhi,retail shop,490,188
962,2024-02-28,Perfect place for family dinner,user_962,Hyderabad,mall,270,139
963,2024-01-31,Very satisfied with the service provided,user_963,Bangalore,food outlet,153,147
964,2024-01-18,Average ambiance and service,user_964,Chennai,restaurant,402,22
965,2024-02-04,"Loved the food at this restaurant, amazing taste!",user_965,Hyderabad,restaurant,222,75
966,2024-01-03,Just a regular experience,user_966,Mumbai,retail shop,393,178
967,2024-02-26,"The place is okay, average experience",user_967,Hyderabad,food outlet,345,116
968,2024-03-30,Great service and friendly staff at the cafe,user_968,Mumbai,cafe,386,140
969,2024-01-14,Amazing experience shopping here,user_969,Bangalore,food outlet,143,166
970,2024-01-18,"Best place in town, very happy with service",user_970,Hyderabad,cafe,146,174
971,2024-01-01,"Fantastic experience, will visit again",user_971,Bangalore,cafe,412,76
972,2024-02-27,"Best place in town, very happy with service",user_972,Chennai,mall,142,2
973,2024-03-27,"Fantastic experience, will visit again",user_973,Hyderabad,food outlet,281,122
974,2024-02-01,Very satisfied with the service provided,user_974,Delhi,restaurant,49,53
975,2024-02-19,Not worth the price at all,user_975,Hyderabad,cafe,173,28
976,2024-03-28,Great service and friendly staff at the cafe,user_976,Hyderabad,food outlet,265,31
977,2024-01-30,Nothing impressive but acceptable,user_977,Chennai,mall,392,114
978,2024-01-01,Poor customer support and delays,user_978,Chennai,mall,461,42
979,2024-02-02,Poor customer support and delays,user_979,Chennai,retail shop,117,163
980,2024-01-09,Just a regular experience,user_980,Hyderabad,restaurant,75,39
981,2024-01-16,"Service was fine, not too good not bad",user_981,Chennai,mall,170,17
982,2024-01-27,Just a regular experience,user_982,Mumbai,mall,77,94
983,2024-01-04,"Loved the food at this restaurant, amazing taste!",user_983,Chennai,retail shop,96,77
984,2024-02-22,"Waste of money, not recommended",user_984,Delhi,restaurant,234,45
985,2024-02-14,Perfect place for family dinner,user_985,Hyderabad,restaurant,440,71
986,2024-01-01,"Best place in town, very happy with service",user_986,Mumbai,restaurant,374,143
987,2024-02-20,"Food is normal, nothing special",user_987,Hyderabad,cafe,299,82
988,2024-01-18,"Waste of money, not recommended",user_988,Delhi,cafe,374,43
989,2024-02-07,Amazing experience shopping here,user_989,Hyderabad,food outlet,286,190
990,2024-01-22,"Excellent quality products, highly recommended",user_990,Hyderabad,food outlet,148,155
991,2024-02-26,"Fantastic experience, will visit again",user_991,Mumbai,retail shop,474,82
992,2024-01-17,Super fast delivery and great packaging,user_992,Mumbai,mall,467,192
993,2024-01-17,Super fast delivery and great packaging,user_993,Hyderabad,restaurant,63,45
994,2024-03-07,"Horrible experience, will not return",user_994,Chennai,cafe,43,76
995,2024-01-24,Super fast delivery and great packaging,user_995,Delhi,restaurant,469,40
996,2024-03-29,Terrible service and rude staff,user_996,Bangalore,restaurant,191,133
997,2024-03-01,Awesome ambience and delicious food,user_997,Hyderabad,food outlet,102,161
998,2024-01-05,"Worst experience ever, very disappointed",user_998,Bangalore,retail shop,1,170
999,2024-03-10,The experience was okay overall,user_999,Hyderabad,mall,309,161
1000,2024-02-04,Very slow service and bad management,user_1000,Mumbai,mall,271,68
